Slutpris,Utgångspris,Antal rum,Boarea,Våning,Byggår,Avgift/månad,Driftskostnad/år,Latitudes,Longitudes,Upplåtelseform_Andel i bostadsförening,Upplåtelseform_Andelsboende,Upplåtelseform_Annat,Upplåtelseform_Bostadsrätt,Upplåtelseform_Äganderätt,Balkong_Ja,Balkong_Nej,Hiss_Ja,Hiss_Nej
2835000,2495000,1.0,18.0,4.0,1911,1465.0,5088.0,59.3355051,18.0353339,0,0,0,1,0,0,1,1,0
4300000,3995000,1.0,34.0,5.0,1929,3127.0,6880.5,59.3386664,18.0385424,0,0,0,1,0,1,0,1,0
3265000,3195000,1.0,35.0,5.0,1909,2103.0,5400.0,59.3350051,18.0275206,0,0,0,1,0,1,0,1,0
3625000,3450000,1.0,32.0,2.0,1924,2657.0,6880.5,59.3443786,18.0406364,0,0,0,1,0,0,1,0,1
3050000,2995000,1.0,30.0,1.0,1905,1887.0,4992.0,59.3366905,18.0322406,0,0,0,1,0,0,1,1,0
3795000,3795000,2.0,45.0,2.0,1929,2335.0,6880.5,59.3367391,18.0259077,0,0,0,1,0,0,1,0,1
4050000,4295000,2.0,39.0,0.0,1909,1528.0,4200.0,59.341273,18.0342468,0,0,0,1,0,0,1,0,1
4900000,4995000,2.0,53.5,7.0,2018,2571.0,6880.5,59.3477277,18.0348721,0,0,0,1,0,1,0,1,0
6450000,0,2.5,78.0,2.0,1921,2378.0,6880.5,59.3457934,18.0424384,0,0,0,1,0,0,1,0,1
4025000,3750000,2.0,35.0,4.0,2017,1750.0,6880.5,59.3468669,18.0347139,0,0,0,1,0,1,0,1,0
4450000,4450000,1.5,42.0,3.0,1928,2191.0,6880.5,59.3366804,18.0507616,0,0,0,1,0,0,1,1,0
4100000,3995000,1.5,41.0,0.0,1893,1948.0,6880.5,59.3405886,18.0642135,0,0,0,1,0,0,1,0,1
7200000,6795000,2.0,68.0,2.0,1911,3097.0,5616.0,59.3299252,18.0480494,0,0,0,1,0,0,1,1,0
4120000,3495000,1.5,40.0,3.0,1910,3114.0,4320.0,59.3373453,18.0242918,0,0,0,1,0,0,1,1,0
6150000,6000000,2.0,47.0,1.0,1903,2076.0,7500.0,59.3424636,18.0743107,0,0,0,1,0,1,0,0,1
4900000,4995000,2.0,44.0,12.0,2017,2200.0,6880.5,59.3466878,18.0342535,0,0,0,1,0,1,0,1,0
6800000,6695000,2.0,65.0,4.0,1902,2953.0,5880.0,59.3485784,18.061332,0,0,0,1,0,1,0,1,0
4560000,4795000,2.0,44.0,3.0,1931,2138.0,5880.0,59.3377371,18.0266415,0,0,0,1,0,1,0,1,0
4330000,3995000,2.0,51.0,5.0,1934,4022.0,6880.5,59.3344084,18.0470352,0,0,0,1,0,1,0,1,0
6100000,6400000,2.0,55.0,2.0,1914,3300.0,6880.5,59.3421186,18.0590066,0,0,0,1,0,1,0,0,1
5950000,0,2.0,49.0,2.0,1906,2771.0,5000.0,59.334633,18.0786397,0,0,0,1,0,0,1,0,1
5000000,4895000,1.5,35.0,6.0,2019,2175.0,6880.5,59.3482631,18.0363507,0,0,0,1,0,1,0,1,0
4300000,3850000,2.0,43.0,1.0,1901,1903.0,3800.0,59.3323584,18.0391132,0,0,0,1,0,0,1,0,1
2950000,2790000,1.5,24.0,2.0,1934,2021.0,3200.0,59.3309585,18.0480612,0,0,0,1,0,0,1,1,0
7600000,7395000,2.0,64.0,2.0,1917,2433.0,5880.0,59.3407562,18.067724,1,0,0,0,0,1,0,0,1
4275000,3750000,1.5,35.0,3.0,1947,1868.0,7200.0,59.3366238,18.0865644,0,0,0,1,0,1,0,1,0
6500000,0,2.0,57.0,2.0,1912,3384.0,6880.5,59.3485167,18.0489114,0,0,0,1,0,1,0,0,1
4900000,4295000,2.0,46.0,2.0,1758,2470.0,5880.0,59.3344242,18.0579702,0,0,0,1,0,0,1,0,1
4250000,3490000,2.0,34.0,1.5,1904,1713.0,6880.5,59.3409474,18.0354585,0,0,0,1,0,1,0,1,0
5500000,0,2.0,59.0,3.0,0,3803.0,6880.5,59.3349942,18.0293432,0,0,0,1,0,0,1,1,0
3100000,2995000,2.0,35.0,2.0,1926,1844.0,6880.5,59.3326292,18.0146726,0,0,0,1,0,0,1,0,1
3100000,2995000,1.5,33.0,2.0,1934,2220.0,1400.0,59.3341916,18.0004966,0,0,0,1,0,1,0,0,1
3200000,2850000,2.0,37.0,1.0,1935,2537.0,4000.0,59.3312054,17.9984944,0,0,0,1,0,0,1,1,0
5100000,5450000,2.0,55.0,6.0,2017,2750.0,6880.5,59.3466878,18.0342535,0,0,0,1,0,1,0,1,0
4100000,3995000,2.0,47.0,2.0,1938,3426.0,6880.5,59.3300512,18.0470286,0,0,0,1,0,1,0,1,0
3400000,3295000,2.0,38.0,2.0,0,2025.0,8400.0,59.3300388,18.0059817,0,0,0,1,0,0,1,0,1
4925000,4495000,2.0,45.0,3.0,1926,1822.0,6880.5,59.3446827,18.0401342,0,0,0,1,0,0,1,1,0
3400000,2995000,2.0,39.5,3.0,1926,2175.0,6729.0,59.3330306,18.0147747,0,0,0,1,0,0,1,0,1
4900000,4495000,1.5,52.0,1.0,1925,2010.0,6880.5,59.3431399,18.0374536,0,0,0,1,0,0,1,1,0
5800000,4995000,2.0,45.0,3.0,1896,2151.0,8600.0,59.3326223,18.0828342,0,0,0,1,0,0,1,1,0
4400000,4495000,2.0,43.0,6.0,2022,2452.0,6880.5,59.3479011,18.0348618,0,0,0,1,0,1,0,1,0
3500000,3595000,1.5,35.0,2.0,1925,2354.0,6880.5,59.3440171,18.0359223,0,0,0,1,0,0,1,0,1
3130000,2895000,2.0,43.0,14.0,1962,2623.0,6880.5,59.3264705,18.020724,0,0,0,1,0,0,1,1,0
3300000,2895000,1.5,29.0,1.5,1929,1234.0,2496.0,59.3285331,18.0329904,0,0,0,1,0,0,1,1,0
3700000,3495000,2.0,43.0,-1.0,1936,2227.0,7728.0,59.329075,18.0052238,0,0,0,1,0,1,0,1,0
7850000,8700000,2.0,55.0,2.0,2014,1868.0,6880.5,59.3354084,18.0751464,0,0,0,1,0,0,1,1,0
4275000,3995000,2.0,41.0,4.0,1937,2565.0,6880.5,59.3373148,18.0217197,0,0,0,1,0,1,0,1,0
3350000,3150000,2.0,32.0,4.0,1929,2293.0,3000.0,59.3364327,18.0263479,0,0,0,1,0,1,0,1,0
5780000,5790000,2.0,51.0,1.0,1906,1289.0,4200.0,59.3416933,18.0307065,0,0,0,1,0,0,1,1,0
4850000,4890000,2.0,55.0,1.5,1911,2973.0,4200.0,59.348248,18.0630212,0,0,0,1,0,0,1,1,0
4100000,3950000,2.0,32.0,3.0,0,1718.0,8700.0,59.3336942,18.0969029,0,0,0,1,0,0,1,1,0
12100000,11495000,2.5,86.0,6.0,1916,1712.0,6880.5,59.3459291,18.0620334,0,0,0,1,0,1,0,1,0
5900000,5795000,2.0,60.0,6.0,1963,2397.0,6880.5,59.346188,18.0580992,0,0,0,1,0,1,0,1,0
4500000,4295000,2.0,42.0,2.0,1929,2785.0,6880.5,59.3385087,18.0343637,0,0,0,1,0,0,1,1,0
4850000,4995000,2.0,53.5,11.0,2015,3473.0,6480.0,59.3362885,18.0149213,0,0,0,1,0,1,0,1,0
3110000,2995000,1.5,35.0,1.0,2016,1750.0,4000.0,59.3395143,18.0151873,0,0,0,1,0,1,0,1,0
3350000,3295000,2.0,40.5,1.0,1937,2815.0,6880.5,59.3281981,18.0093298,0,0,0,1,0,1,0,1,0
7300000,6900000,2.0,57.0,2.0,1883,1867.0,6880.5,59.3390955,18.0786408,0,0,0,1,0,1,0,1,0
6750000,6750000,2.0,55.0,6.0,1913,3208.0,6880.5,59.3437114,18.0281925,0,0,0,1,0,1,0,1,0
6300000,5995000,2.0,47.0,5.0,1942,3283.0,5200.0,59.3376069,18.0564976,0,0,0,1,0,1,0,1,0
5125000,4950000,2.0,60.0,6.0,1974,2780.0,5880.0,59.3436596,18.0529843,0,0,0,1,0,0,1,1,0
5250000,4695000,2.0,39.0,2.0,1902,1492.0,500.0,59.3419115,18.041361,0,0,0,1,0,1,0,0,1
5500000,5475000,2.0,63.0,5.0,1940,3884.0,6880.5,59.3310766,18.0244005,0,0,0,1,0,1,0,1,0
6800000,5850000,2.5,63.0,2.0,1925,2306.0,5000.0,59.3273972,18.0448742,0,0,0,1,0,1,0,1,0
4625000,3950000,2.0,39.0,4.0,0,2023.0,3600.0,59.3388172,18.0377471,0,0,0,1,0,0,1,1,0
6000000,5795000,2.0,58.0,1.0,1910,2445.0,4800.0,59.3355705,18.0326938,0,0,0,1,0,1,0,1,0
2830000,2595000,1.5,26.0,4.0,1934,1790.0,5016.0,59.3340208,18.0004039,0,0,0,1,0,1,0,0,1
3850000,4150000,2.0,44.0,4.0,1940,2043.0,6880.5,59.3476449,18.0577668,0,0,0,1,0,1,0,1,0
4200000,4200000,2.0,39.5,2.0,1929,2304.0,6880.5,59.3408985,18.0382581,0,0,0,1,0,1,0,1,0
4800000,4395000,2.0,44.0,4.0,1926,1741.0,6880.5,59.3454821,18.0370969,0,0,0,1,0,0,1,0,1
3890000,3890000,2.0,40.0,3.0,2017,2000.0,6880.5,59.3466878,18.0342535,0,0,0,1,0,1,0,1,0
4940000,4795000,2.0,55.0,9.0,2017,1758.0,4300.0,59.3380314,18.0094482,0,0,0,1,0,1,0,1,0
3215000,2795000,1.5,31.0,3.0,1934,2090.0,4700.0,59.3341916,18.0004966,0,0,0,1,0,1,0,0,1
3960000,3895000,2.0,38.0,5.0,1926,1452.0,6880.5,59.3455376,18.0368503,0,0,0,1,0,0,1,0,1
4400000,3995000,2.0,37.0,3.0,1900,1405.0,6880.5,59.3333321,18.0359965,0,0,0,1,0,1,0,0,1
4900000,3995000,2.0,46.0,4.0,1936,2371.0,5880.0,59.3372911,18.0310741,0,0,0,1,0,1,0,1,0
5350000,5250000,2.0,51.0,2.0,1929,2748.0,4860.0,59.3392731,18.0373927,0,0,0,1,0,1,0,1,0
4400000,4150000,1.5,33.0,2.0,1885,1297.0,11300.0,59.3364314,18.0879746,1,0,0,0,0,0,1,0,1
4980000,4595000,2.0,59.5,7.0,2009,2506.0,9600.0,59.3352495,18.015198,0,0,0,1,0,1,0,1,0
7125000,6895000,2.5,67.0,3.0,1932,3082.0,8100.0,59.3287045,18.0330908,0,0,0,1,0,0,1,1,0
5550000,5750000,2.0,58.0,2.0,1929,1874.0,6880.5,59.3484746,18.0446167,0,0,0,1,0,0,1,1,0
4720000,4395000,2.0,53.0,2.0,2020,3156.0,5000.0,59.332326,18.0062659,0,0,0,1,0,0,1,0,1
5100000,4995000,1.5,40.0,2.0,1940,1758.0,4000.0,59.3377275,18.0783656,0,0,0,1,0,1,0,1,0
3975000,3995000,1.5,38.0,3.0,0,1452.0,6880.5,59.3455376,18.0368503,0,0,0,1,0,0,1,0,1
5990000,5795000,2.0,55.0,2.0,1905,2902.0,5460.0,59.3445849,18.0429561,0,0,0,1,0,1,0,0,1
7300000,6995000,2.0,59.0,6.0,1913,2733.0,4800.0,59.3449746,18.0421813,0,0,0,1,0,1,0,1,0
3700000,3495000,2.0,36.0,1.0,1902,2405.0,4800.0,59.3474549,18.0586935,0,0,0,1,0,0,1,1,0
6000000,5695000,2.0,58.0,1.0,1881,2867.0,5040.0,59.340623,18.0515092,1,0,0,0,0,0,1,1,0
6500000,6495000,2.5,72.0,1.0,1935,3039.0,6880.5,59.3294712,18.0381805,0,0,0,1,0,1,0,1,0
4800000,5300000,2.0,47.0,4.0,1884,2171.0,7884.0,59.3360634,18.0318786,0,0,0,1,0,1,0,1,0
4720000,4395000,2.0,41.0,4.0,1927,711.0,6000.0,59.3401618,18.0372834,0,0,0,1,0,0,1,1,0
6060000,5895000,2.0,57.0,1.0,1887,1889.0,6880.5,59.3444063,18.0465435,0,0,0,1,0,0,1,1,0
4200000,3950000,2.0,37.0,3.0,1898,1868.0,6880.5,59.3325285,18.0423044,0,0,0,1,0,1,0,0,1
4875000,4875000,1.5,39.0,4.0,1970,1554.0,3447.0,59.3371202,18.0916706,0,0,0,1,0,0,1,1,0
4450000,4350000,2.0,46.0,1.0,1907,2686.0,5500.0,59.3486851,18.0465421,0,0,0,1,0,0,1,1,0
3995000,3995000,1.5,37.0,3.0,1928,2261.0,6880.5,59.3386216,18.0389717,0,0,0,1,0,1,0,1,0
5470000,5195000,2.0,51.0,3.0,2017,2550.0,6880.5,59.3468669,18.0347139,0,0,0,1,0,1,0,1,0
3600000,3850000,2.0,43.0,2.0,1935,3418.0,5388.0,59.3305411,18.0467916,0,0,0,1,0,0,1,0,1
3320000,3095000,1.5,36.0,1.0,1943,1621.0,7848.0,59.3495901,18.0641132,0,0,0,1,0,1,0,1,0
7300000,6995000,2.0,70.5,8.0,2015,3049.0,4800.0,59.3386441,18.0059135,0,0,0,1,0,1,0,1,0
3650000,3495000,2.0,37.0,2.0,1913,1927.0,2325.0,59.3494033,18.0582644,0,0,0,1,0,1,0,1,0
2910000,2795000,1.5,28.0,4.0,1934,1921.0,4920.0,59.3335536,18.0001502,0,0,0,1,0,1,0,0,1
5270000,5275000,2.5,54.0,0.5,1912,1145.0,6880.5,59.3309759,18.0293584,0,0,0,1,0,0,1,1,0
3750000,3750000,1.5,36.0,2.0,1936,1260.0,6800.0,59.3364269,18.030715,0,0,0,1,0,1,0,1,0
3810000,3795000,2.0,36.0,4.0,1912,1013.0,3800.0,59.3309759,18.0293584,0,0,0,1,0,0,1,1,0
4350000,3995000,2.0,41.0,1.0,1926,1928.0,6880.5,59.3458009,18.0526591,0,0,0,1,0,0,1,1,0
5350000,5195000,2.0,48.0,2.0,1926,2008.0,5460.0,59.3438419,18.0388458,0,0,0,1,0,0,1,1,0
8300000,6995000,2.0,61.0,5.0,1924,2359.0,6880.5,59.3440895,18.0407918,0,0,0,1,0,1,0,1,0
3200000,2950000,2.0,36.0,3.0,1926,2088.0,8112.0,59.3333649,18.0154217,0,0,0,1,0,0,1,0,1
5625000,4995000,2.0,55.0,1.0,1929,3026.0,10500.0,59.336144,18.0257123,0,0,0,1,0,1,0,1,0
6200000,6295000,2.5,69.0,2.0,1900,4547.0,6000.0,59.3299035,18.0397594,0,0,0,1,0,1,0,0,1
3970000,3795000,2.0,38.0,3.0,1931,2335.0,6880.5,59.3289005,18.0350232,0,0,0,1,0,0,1,1,0
4300000,3995000,2.0,46.3,2.0,1988,1946.0,6880.5,59.332621,18.0415995,0,0,0,1,0,1,0,0,1
6260000,5795000,2.0,58.0,1.0,1901,2919.0,6880.5,59.334413,18.0305211,0,0,0,1,0,0,1,1,0
5755000,5495000,2.0,54.0,5.0,1909,2541.0,5460.0,59.334755,18.0281385,0,0,0,1,0,1,0,1,0
4375000,3895000,1.5,39.0,3.0,1939,1877.0,8916.0,59.3362475,18.0613071,0,0,0,1,0,1,0,1,0
3350000,3195000,2.0,47.0,1.0,1939,2243.0,6880.5,59.3333328,18.0115305,0,0,0,1,0,0,1,0,1
5300000,4995000,2.0,50.0,3.0,1928,3612.0,4700.0,59.3475993,18.0625777,0,0,0,1,0,0,1,0,1
4230000,3795000,2.0,47.5,2.0,1935,3611.0,5460.0,59.3345161,18.0022034,0,0,0,1,0,1,0,0,1
4010000,3475000,1.5,35.5,1.0,1929,1972.0,6880.5,59.3496663,18.0561603,0,0,0,1,0,1,0,0,1
7150000,6950000,2.0,60.0,2.0,1881,2332.0,3500.0,59.342184,18.0811223,1,0,0,0,0,0,1,0,1
5000000,0,2.0,44.0,4.0,0,3119.0,6880.5,59.3361212,18.0877477,0,0,0,1,0,0,1,1,0
5075000,4995000,1.5,48.0,2.0,1929,2541.0,4000.0,59.3392731,18.0373927,0,0,0,1,0,1,0,1,0
6100000,5350000,2.0,44.0,2.0,1894,2142.0,11100.0,59.3331182,18.0874934,0,0,0,1,0,1,0,1,0
7000000,6500000,2.0,65.0,4.0,1914,2137.0,6880.5,59.340134,18.0335792,0,0,0,1,0,1,0,0,1
3920000,3995000,2.0,50.0,4.0,1933,3216.0,5388.0,59.3345965,18.0011613,0,0,0,1,0,1,0,1,0
7050000,6995000,2.0,62.0,3.0,0,3218.0,6360.0,59.3422961,18.0272793,0,0,0,1,0,1,0,1,0
5200000,4595000,2.0,50.0,1.0,0,1037.0,6880.5,59.3296529,18.031401,0,0,0,1,0,0,1,1,0
3400000,3295000,2.0,38.0,1.0,1937,2760.0,3600.0,59.3369178,18.0225581,0,0,0,1,0,1,0,1,0
6400000,5995000,2.5,72.0,2.0,1926,1956.0,6880.5,59.3406958,18.0370521,0,0,0,1,0,0,1,1,0
4000000,4295000,1.5,47.0,1.0,1926,2410.0,6880.5,59.3444974,18.0335091,0,0,0,1,0,0,1,1,0
4800000,4575000,2.0,47.0,2.0,1928,2791.0,3000.0,59.3276043,18.0438726,0,0,0,1,0,0,1,1,0
5750000,5995000,2.5,71.0,2.0,1939,3433.0,8232.0,59.3308796,18.0242522,0,0,0,1,0,1,0,1,0
5800000,4975000,2.0,57.0,7.0,1938,2898.0,5880.0,59.3312913,18.0273759,0,0,0,1,0,1,0,1,0
3775000,3995000,2.0,43.0,5.0,1938,2199.0,6880.5,59.3312913,18.0273759,0,0,0,1,0,1,0,1,0
4475000,4250000,2.0,49.0,3.0,1929,2470.0,6880.5,59.3367391,18.0259077,0,0,0,1,0,0,1,0,1
3800000,3495000,2.0,40.0,2.0,1931,2173.0,9060.0,59.3308894,18.0034059,0,0,0,1,0,1,0,0,1
6500000,6700000,2.0,48.0,2.0,1889,2924.0,6880.5,59.3376011,18.0886782,0,0,0,1,0,0,1,0,1
3100000,3295000,2.0,36.5,2.0,0,2985.0,3600.0,59.330373,18.0507397,0,0,0,1,0,0,1,0,1
5470000,5195000,2.0,49.0,2.0,1930,2183.0,3300.0,59.3432617,18.0334789,0,0,0,1,0,1,0,1,0
4150000,3995000,1.5,38.0,1.0,1906,1515.0,11642.0,59.3453959,18.0437673,0,0,0,1,0,1,0,0,1
3790000,3695000,2.0,49.0,2.0,2012,2880.0,6880.5,59.3359062,18.0132748,0,0,0,1,0,1,0,1,0
3550000,3495000,1.5,36.0,2.0,1927,2109.0,6880.5,59.3295216,18.0279726,0,0,0,1,0,1,0,0,1
4350000,3975000,2.0,40.0,5.0,1929,2202.0,6880.5,59.3367391,18.0259077,0,0,0,1,0,1,0,1,0
3950000,3895000,2.0,43.5,4.0,1932,2497.0,4300.0,59.3327475,18.0391309,0,0,0,1,0,1,0,1,0
6675000,6495000,2.0,64.0,3.0,1927,1472.0,11868.0,59.3394671,18.0336015,0,0,0,1,0,0,1,1,0
5400000,0,2.0,41.0,2.0,1891,1072.0,4000.0,59.3407194,18.0822889,0,0,0,1,0,0,1,0,1
3520000,3695000,2.0,34.0,2.0,1934,2223.0,3600.0,59.3292644,18.0380714,0,0,0,1,0,0,1,1,0
4100000,0,2.0,42.0,4.0,2008,2337.0,5894.0,59.3313547,18.0233152,0,0,0,1,0,1,0,1,0
7000000,5925000,2.0,55.0,3.0,1884,2009.0,6880.5,59.3296942,18.0418248,0,0,0,1,0,1,0,1,0
3120000,2995000,2.0,41.0,0.5,0,2173.0,6880.5,59.3301322,18.0037648,0,0,0,1,0,1,0,0,1
6225000,5995000,2.0,57.0,2.0,1903,2605.0,6880.5,59.3487487,18.059345,0,0,0,1,0,1,0,0,1
4650000,4395000,2.0,52.0,2.0,1943,984.0,6880.5,59.3279522,18.0114362,0,0,0,1,0,1,0,1,0
4650000,3750000,2.0,34.0,4.0,1927,1557.0,6880.5,59.3416351,18.0829752,0,0,0,1,0,0,1,1,0
6600000,6350000,2.0,63.0,9.0,2019,3150.0,6880.5,59.3482631,18.0363507,0,0,0,1,0,1,0,1,0
4800000,4500000,2.0,41.0,1.0,1924,2186.0,6700.0,59.3477442,18.0453347,0,0,0,1,0,1,0,1,0
4195000,4195000,2.0,42.0,1.5,1936,2351.0,6880.5,59.3381886,18.0662284,0,0,0,1,0,0,1,1,0
7750000,6995000,2.0,64.0,2.0,1935,3853.0,11532.0,59.3289418,18.037255,0,0,0,1,0,1,0,0,1
6600000,0,2.0,46.0,4.0,1880,1224.0,4400.0,59.3398619,18.0805002,0,0,0,1,0,1,0,0,1
5200000,4795000,2.0,48.0,1.0,1897,2249.0,5460.0,59.341432,18.0512043,0,0,0,1,0,0,1,0,1
4300000,4495000,2.0,51.0,4.0,1936,4022.0,6880.5,59.3344084,18.0470352,0,0,0,1,0,1,0,1,0
6150000,5995000,2.0,62.0,1.0,1906,2519.0,10800.0,59.3328105,18.0445122,0,0,0,1,0,1,0,0,1
3495000,3495000,2.0,48.0,2.0,1933,2152.0,9300.0,59.330799,18.0029152,0,0,0,1,0,0,1,0,1
7050000,6995000,2.0,60.0,4.0,1906,1712.0,6880.5,59.3416203,18.0303291,0,0,0,1,0,1,0,1,0
5320000,4995000,2.5,60.0,4.0,1938,2798.0,6880.5,59.3359614,17.9987766,0,0,0,1,0,1,0,1,0
4500000,3995000,2.0,42.0,7.0,1934,3543.0,6880.5,59.330373,18.0507397,0,0,0,1,0,1,0,1,0
7890000,7850000,2.0,56.0,-1.0,1904,2200.0,4900.0,59.3352291,18.0767157,0,0,0,1,0,0,1,1,0
4225000,3995000,2.0,46.5,5.0,1938,3658.0,6880.5,59.3354329,18.0003936,0,0,0,1,0,1,0,1,0
7150000,6000000,2.0,63.0,1.0,1927,2150.0,6880.5,59.3275164,18.043575,0,0,0,1,0,1,0,1,0
3550000,3495000,2.0,39.3,1.0,1923,1877.0,5760.0,59.333955,18.0381905,0,0,0,1,0,0,1,1,0
4825000,4950000,2.0,44.0,10.0,2017,2200.0,6880.5,59.3466878,18.0342535,0,0,0,1,0,1,0,1,0
5000000,5295000,2.0,59.0,3.0,1931,2867.0,5652.0,59.3377371,18.0266415,0,0,0,1,0,1,0,1,0
4450000,4750000,2.0,55.0,1.0,2017,2750.0,4920.0,59.347274,18.0336712,0,0,0,1,0,0,1,1,0
4300000,3995000,2.0,33.0,0.0,1899,1646.0,4500.0,59.3415432,18.0396996,0,0,0,1,0,0,1,0,1
9300000,8500000,2.5,68.0,2.0,1896,3321.0,6880.5,59.3336455,18.0878862,0,0,0,1,0,1,0,1,0
3075000,2995000,1.5,35.0,0.5,1938,1938.0,6880.5,59.3367481,18.0230512,0,0,0,1,0,0,1,1,0
4100000,4295000,2.0,37.0,1.0,1926,1809.0,5400.0,59.3304709,18.0287293,0,0,0,1,0,1,0,1,0
3200000,3750000,2.0,48.5,1.0,2003,3494.0,8760.0,59.3260202,18.0132502,0,0,0,1,0,0,1,0,1
3295000,3295000,2.0,38.0,4.0,1935,3088.0,3100.0,59.3345161,18.0022034,0,0,0,1,0,1,0,1,0
2610000,2675000,1.5,34.5,2.0,1937,2250.0,6880.5,59.3275628,18.0102655,0,0,0,1,0,0,1,0,1
4450000,4495000,2.0,63.6,1.0,2008,3418.0,7020.0,59.3520452,18.059227,0,0,0,1,0,1,0,1,0
3000000,2795000,1.5,25.0,1.5,1928,1049.0,6880.5,59.3383562,18.0375648,0,0,0,1,0,0,1,1,0
4750000,4995000,2.0,45.0,5.0,0,3055.0,6880.5,59.3337728,18.0340906,0,0,0,1,0,1,0,1,0
5595000,5595000,2.0,68.0,3.0,1906,2425.0,6468.0,59.3347934,18.0285004,0,0,0,1,0,1,0,1,0
4050000,3750000,2.0,46.0,0.0,1931,2304.0,8300.0,59.3289038,18.031776,0,0,0,1,0,0,1,1,0
3650000,3250000,2.0,35.0,3.0,1942,1608.0,6880.5,59.3492039,18.0647654,0,0,0,1,0,1,0,1,0
6225000,5995000,2.0,54.0,2.0,1914,1757.0,8040.0,59.340134,18.0335792,0,0,0,1,0,1,0,0,1
7400000,6995000,2.0,64.0,1.0,1904,1313.0,7200.0,59.3418228,18.0360645,0,0,0,1,0,1,0,1,0
4900000,4495000,2.0,40.0,2.0,1947,2120.0,6880.5,59.3366238,18.0865644,0,0,0,1,0,0,1,0,1
3495000,3495000,2.0,33.0,5.0,1930,2059.0,5268.0,59.3373393,18.0281691,0,0,0,1,0,1,0,1,0
4400000,3900000,1.5,37.0,2.0,1929,1684.0,6800.0,59.3407517,18.0859538,0,0,0,1,0,0,1,1,0
8300000,7950000,2.0,52.0,4.0,1925,2084.0,5000.0,59.3373624,18.0927052,0,0,0,1,0,1,0,1,0
5400000,5195000,2.0,46.5,1.0,1881,2042.0,6880.5,59.3397051,18.0531238,0,0,0,1,0,1,0,0,1
4450000,3995000,2.0,41.0,2.0,1932,2145.0,7800.0,59.3284967,18.0418793,0,0,0,1,0,1,0,1,0
5500000,5395000,2.0,46.0,2.0,1892,990.0,4800.0,59.3463195,18.0642102,0,0,0,1,0,1,0,0,1
3700000,3495000,2.0,38.0,2.0,1926,1868.0,6880.5,59.3487768,18.0507001,0,0,0,1,0,0,1,1,0
5575000,5750000,2.0,55.0,2.0,1902,3175.0,7500.0,59.3475759,18.0583524,0,0,0,1,0,1,0,1,0
7000000,6495000,2.0,55.0,2.0,1899,1882.0,4277.0,59.3415276,18.0435088,1,0,0,0,0,1,0,0,1
8450000,7350000,2.5,80.0,5.0,1939,3986.0,5400.0,59.3304591,18.0256976,0,0,0,1,0,1,0,1,0
5200000,4850000,2.0,38.0,5.0,1927,1052.0,8600.0,59.3412249,18.0368719,0,0,0,1,0,1,0,1,0
4200000,3995000,1.5,41.0,1.0,1901,1845.0,7800.0,59.3322309,18.040052,0,0,0,1,0,1,0,0,1
6150000,6095000,2.0,53.0,5.0,1927,2829.0,6880.5,59.3387333,18.0335086,0,0,0,1,0,0,1,1,0
5800000,5750000,2.0,51.0,3.0,1855,1937.0,7836.0,59.3373849,18.0661712,0,0,0,1,0,0,1,1,0
6975000,6295000,2.0,65.0,1.0,1884,2329.0,6880.5,59.3296942,18.0418248,0,0,0,1,0,1,0,0,1
3175000,2995000,2.0,37.0,1.0,1935,2264.0,6684.0,59.3312054,17.9984944,0,0,0,1,0,1,0,1,0
4700000,4750000,2.0,58.0,2.0,1935,1408.0,7408.0,59.3290847,18.0043448,0,0,0,1,0,0,1,1,0
7025000,6995000,2.5,74.0,3.0,1924,3702.0,6880.5,59.3296677,18.0287783,0,0,0,1,0,1,0,1,0
4300000,4595000,2.0,52.0,4.0,1936,4120.0,4800.0,59.33081,18.0491435,0,0,0,1,0,1,0,1,0
5300000,4995000,2.0,71.0,-1.0,1929,3207.0,5880.0,59.3381989,18.0231218,0,0,0,1,0,1,0,1,0
6200000,6750000,2.0,59.0,1.0,0,2679.0,6864.0,59.3295017,18.0436207,0,0,0,1,0,1,0,1,0
4750000,4250000,2.0,44.0,1.0,1884,773.0,7800.0,59.3398357,18.0607536,0,0,0,1,0,0,1,1,0
3830000,3995000,2.0,50.0,1.0,1933,3113.0,4860.0,59.3349478,18.0013452,0,0,0,1,0,1,0,1,0
6400000,6295000,2.0,59.0,3.0,1905,3056.0,6300.0,59.3485296,18.0459311,0,0,0,1,0,1,0,1,0
5015000,4995000,2.0,70.0,1.0,0,3191.0,4800.0,59.3343722,18.0343685,0,0,0,1,0,0,1,1,0
3195000,3350000,2.0,28.0,1.0,1910,1177.0,6880.5,59.3279469,18.0457031,0,0,0,1,0,0,1,1,0
4200000,3895000,2.0,38.0,6.0,1929,1374.0,6880.5,59.3406314,18.0380457,0,0,0,1,0,0,1,1,0
5000000,5250000,2.0,66.0,3.0,1986,3521.0,6880.5,59.3436526,18.0317308,0,0,0,1,0,1,0,1,0
3450000,3400000,1.5,41.0,3.0,1929,2136.0,6880.5,59.3367391,18.0259077,0,0,0,1,0,0,1,1,0
6500000,6195000,1.5,39.0,4.0,1900,1708.0,6880.5,59.3352291,18.0767157,0,0,0,1,0,0,1,1,0
6395000,6995000,2.0,66.0,3.0,2021,3977.0,12060.0,59.3481548,18.0336034,0,0,0,1,0,0,1,1,0
